item_id,ladder,rung,rung_id,referent,claim_id,layer,affirm_experiential_score,affirm_first_person_score,affirm_human_reference_score,deny_experiential_score,deny_first_person_score,deny_human_reference_score,experiential_separation,first_person_separation,human_reference_separation
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,13,0.002027421025559306,0.0038266340270638466,6.83850230416283e-05,0.000280439096968621,0.0003421021392568946,2.268284475803739e-07,0.0017469819285906851,0.003484531887806952,6.815819459404793e-05
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,14,0.0037102405913174152,0.0030636589508503675,0.0001172973497887142,0.000252304773312062,0.0002161951852031052,4.883196993432648e-07,0.003457935818005353,0.0028474637656472623,0.00011680903008937094
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,15,0.006957453675568104,0.002602961380034685,0.00015706375415902585,0.0003199430357199162,0.00010316984844394028,9.042222472999129e-07,0.0066375106398481876,0.002499791531590745,0.00015615953191172594
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,16,0.005126011557877064,0.0007633657078258693,5.752501601818949e-05,0.0007625032449141145,2.6691513994592242e-05,1.710339688543172e-06,0.004363508312962949,0.0007366741938312771,5.581467632964632e-05
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,17,0.005197486840188503,0.0037331152707338333,0.00029534296481870115,0.0006282753893174231,1.6992773907986702e-06,5.71152838801936e-07,0.00456921145087108,0.0037314159933430346,0.0002947718119798992
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,18,0.0057034264318645,0.0010447116801515222,0.00026587146567180753,0.0008262504125013947,1.1968637636528e-07,8.251433882833226e-07,0.004877176019363105,0.0010445919937751569,0.0002650463222835242
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,19,0.013454814441502094,0.0007768470095470548,0.001094720559194684,0.0010527087142691016,1.231555835090603e-08,2.0013426365039777e-06,0.012402105727232993,0.0007768346939887039,0.00109271921655818
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,20,0.009042007848620415,0.0001200237893499434,0.0014143807347863913,0.00075440393993631,2.6303894617996093e-09,6.059391353119281e-07,0.008287603908684105,0.0001200211589604816,0.0014137747956510793
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,21,0.008001665584743023,0.00010812218533828855,0.000957355834543705,0.0001684050657786429,3.9340211088756405e-09,8.382455973787728e-08,0.00783326051896438,0.00010811825131717967,0.0009572720099839671
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,22,0.012092181481420994,9.587170643499121e-05,0.001226165797561407,2.9565162549261004e-05,4.268838615928416e-09,8.035870635580977e-09,0.012062616318871733,9.586743759637528e-05,0.0012261577616907715
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,23,0.016100354492664337,9.744479757500812e-05,0.007355904672294855,6.374352960847318e-05,2.4854019287090523e-08,7.318802630607024e-08,0.016036610963055864,9.741994355572103e-05,0.007355831484268549
scope__this_conversation__something_it_is_like,scope,2,this_conversation,this conversation,something_it_is_like,24,0.009377991780638695,0.00014878701767884195,0.0071071661077439785,6.223258969839662e-05,4.827898010262288e-07,8.352517397725023e-07,0.009315759190940298,0.00014830422787781572,0.007106330856004206
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,0,4.2010205447695625e-07,2.0995164717874104e-08,1.3383490496399197e-11,1.2490675544540863e-05,0.0005060263792984188,4.614870618979694e-08,-1.2070573490063907e-05,-0.0005060053841337009,-4.613532269930054e-08
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,1,5.600047359166638e-08,1.5982292822513955e-08,4.50240712768224e-12,5.962926479696762e-06,0.0003899696166627109,1.2722075837245939e-08,-5.9069260061050954e-06,-0.0003899536343698884,-1.2717573430118256e-08
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,2,1.3669020518136676e-05,7.270899686773191e-07,2.1327391408476615e-08,4.5918237447040156e-05,0.005280906334519386,2.729591869865544e-06,-3.224921692890348e-05,-0.005280179244550709,-2.7082644784570675e-06
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,3,0.00013001931074541062,2.7080324116468546e-07,9.842812431770653e-08,3.7992769648553804e-05,0.0029168373439460993,3.066560111619765e-06,9.202654109685682e-05,-0.0029165665407049346,-2.9681319873020584e-06
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,4,0.0017372767906636,1.2489551863836823e-06,2.0553382000798592e-06,0.00019831211830023676,0.0024915284011512995,5.410683297668584e-05,0.0015389646723633632,-0.002490279445964916,-5.205149477660598e-05
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,5,0.009151194244623184,3.2508924441287945e-09,1.5011333971415297e-06,0.00046268425649031997,6.554301944561303e-05,6.563487841049209e-05,0.008688509988132864,-6.55397685531689e-05,-6.413374501335056e-05
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,6,0.0016564244870096445,1.206004363041302e-08,4.025097950943746e-06,0.002338503021746874,0.0002472541236784309,0.0002729443658608943,-0.0006820785347372293,-0.0002472420636348005,-0.0002689192679099506
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,7,0.010355300270020962,9.758848591445712e-07,2.4315007976838388e-05,0.0014115695375949144,0.0002957792312372476,0.0003339046670589596,0.008943730732426047,-0.000294803346378103,-0.0003095896590821212
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,8,0.038761965930461884,5.52091250938247e-07,0.0002318401529919356,0.0008228964870795608,1.5643261576769873e-05,0.0005267304950393736,0.03793906944338232,-1.5091170325831627e-05,-0.000294890342047438
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,9,0.04637601226568222,1.8345185992529878e-07,0.00010378274600952864,0.001572040026076138,5.1174785767216235e-05,0.0004896160098724067,0.04480397223960608,-5.099133390729094e-05,-0.0003858332638628781
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,10,0.06366933882236481,1.1136868351968587e-06,0.0006588679389096797,0.0008635105332359672,4.473984517971985e-05,0.0006080485763959587,0.06280582828912884,-4.362615834452299e-05,5.081936251372099e-05
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,11,0.0493827760219574,1.2321907888690475e-05,0.00026699190493673086,0.0016149727161973715,5.5675278417766094e-05,0.0010077243205159903,0.047767803305760026,-4.335337052907562e-05,-0.0007407324155792594
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,12,0.02418747916817665,2.22930120798992e-05,9.923001925926656e-05,0.0017238397849723697,7.479640771634877e-05,0.0005939879338257015,0.02246363938320428,-5.250339563644957e-05,-0.0004947579145664349
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,13,0.0473501980304718,4.7970992454793304e-05,9.301313548348844e-05,0.0025876460131257772,9.709127334645018e-05,0.0013208950404077768,0.044762552017346025,-4.9120280891656876e-05,-0.0012278819049242884
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,14,0.04885277897119522,0.00048239764873869717,0.00018007152539212257,0.001394086517393589,6.56945921946317e-05,0.0005016579525545239,0.04745869245380163,0.0004167030565440655,-0.0003215864271624014
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,15,0.06183282285928726,1.6549179235880729e-06,0.000241128756897524,0.0017404118552803993,3.8807793316664174e-05,0.002751755528151989,0.06009241100400686,-3.71528753930761e-05,-0.002510626771254465
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,16,0.026089463382959366,1.2077701967427856e-06,0.000433828157838434,0.0034110203851014376,1.27010716823861e-05,0.013658370822668076,0.02267844299785793,-1.1493301485643315e-05,-0.013224542664829642
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,17,0.010192764922976494,1.2829207207687432e-06,0.0001264300080947578,0.0024939829017966986,3.4356060041318415e-06,0.0041437274776399136,0.007698782021179795,-2.1526852833630983e-06,-0.004017297469545156
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,18,0.014519007876515388,1.3495293771370598e-09,9.421717550139874e-06,0.0023663677275180817,5.5125820352941446e-08,0.0004007758980151266,0.012152640148997307,-5.3776290975804386e-08,-0.0003913541804649867
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,19,0.022949881851673126,2.0154118374193786e-09,1.0801723874465097e-05,0.003519103629514575,1.3749541949437116e-08,0.0004984940169379115,0.01943077822215855,-1.1734130112017738e-08,-0.0004876922930634464
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,20,0.0310965683311224,5.353528287344034e-09,2.6430147045175545e-05,0.003996433224529028,1.8534914048018436e-08,0.0003292725596111268,0.02710013510659337,-1.3181385760674402e-08,-0.00030284241256595124
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,21,0.024213407188653946,2.973971957587196e-09,8.790259016677737e-06,0.003051816252991557,2.513021568617546e-09,2.9916453058831394e-05,0.02116159093566239,4.609503889696498e-10,-2.1126194042153656e-05
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,22,0.06144798919558525,9.801599532011096e-09,5.760067324445117e-06,0.0017446830170229077,4.241200279864188e-09,9.479938853473868e-06,0.05970330617856234,5.560399252146908e-09,-3.719871529028751e-06
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,23,0.03224050626158714,2.2941669897136308e-08,1.0463927537784912e-05,0.0009815212106332183,2.2396310583872037e-08,4.234424704918638e-05,0.031258985050953925,5.453593132642709e-10,-3.188031951140147e-05
scope__this_conversation__aware_of_attending,scope,2,this_conversation,this conversation,aware_of_attending,24,0.006378842983394861,1.7966408449865412e-07,1.1600014659052249e-05,0.0003528292290866375,2.2389140497125481e-07,4.1692743252497166e-05,0.006026013754308224,-4.4227320472600695e-08,-3.0092728593444917e-05
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,0,5.976253760309191e-06,3.041523086722009e-06,5.284314999465245e-11,6.4360478972957935e-06,4.6497439143422525e-06,4.470743220075235e-11,-4.597941369866021e-07,-1.6082208276202437e-06,8.135717793900099e-12
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,1,9.210500138578936e-06,1.4534966794599313e-06,1.7774689706206992e-11,8.717789569345769e-06,1.3364699498197297e-06,1.59922630693643e-11,4.927105692331679e-07,1.1702672964020167e-07,1.7824266368426933e-12
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,2,4.14089754485758e-06,1.4270610336097889e-05,3.8827607795610675e-09,3.146619974359055e-06,8.165096005541272e-06,1.8377278587777823e-09,9.942775704985252e-07,6.105514330556616e-06,2.045032920783285e-09
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,3,5.0871526582341176e-06,1.2062801033607684e-06,2.215586381026924e-09,4.597216957336059e-06,7.779446491440467e-07,2.0640011921813084e-09,4.899357008980587e-07,4.283354542167217e-07,1.5158518884561545e-10
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,4,3.4736785892164335e-05,2.2007003281032667e-05,2.1033201846876182e-07,4.250643542036414e-05,1.3305452739587054e-05,1.4295812889031367e-07,-7.769649528199807e-06,8.701550541445613e-06,6.737388957844814e-08
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,5,3.984587237937376e-06,8.777356441669326e-08,8.390648176259674e-09,8.135204552672803e-06,1.7047157996330498e-07,8.742115475968149e-09,-4.1506173147354275e-06,-8.269801554661171e-08,-3.5146729970847446e-10
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,6,0.00012024440366076306,8.791487198323011e-05,2.5250290036638035e-07,6.54924733680673e-05,2.7085830879514106e-05,1.8783410382638976e-08,5.475193029269576e-05,6.082904110371601e-05,2.3371948998374137e-07
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,7,0.00021379077224992216,1.828735912567936e-05,4.5675460569327697e-07,0.00011135783279314637,3.4196998512925347e-06,1.3698723932975554e-07,0.00010243293945677578,1.4867659274386824e-05,3.1976736636352143e-07
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,8,0.0005801341030746698,5.822601815452799e-05,2.6584655188344186e-06,0.0002041851548710838,1.5111043467186391e-05,2.0383846788263327e-07,0.00037594894820358604,4.31149746873416e-05,2.4546270509517853e-06
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,9,0.0006840612040832639,0.00012961766333319247,3.9988235585042275e-06,0.0001744772307574749,4.824998541153036e-05,2.896202886404353e-07,0.000509583973325789,8.136767792166211e-05,3.7092032698637922e-06
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,10,0.0011779486667364836,0.0006221190560609102,8.267329576483462e-06,0.0004807933291886002,0.0005507846944965422,2.430222593829967e-06,0.0006971553375478834,7.133436156436801e-05,5.837106982653495e-06
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,11,0.00817757286131382,0.0001657260290812701,0.0004065326938871294,0.0004284734313841909,0.0019136458868160844,5.4932320381340105e-06,0.007749099429929629,-0.0017479198577348143,0.0004010394618489954
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,12,0.0026623872108757496,0.0008727274835109711,0.00031370113720186055,0.0001387498778058216,0.0022438145242631435,3.3577530302864034e-06,0.002523637333069928,-0.0013710870407521725,0.00031034338417157414
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,13,0.004219903610646725,0.00022352495579980314,0.0004830507095903158,0.00044185633305460215,0.0007197326049208641,6.75463343213778e-06,0.0037780472775921226,-0.000496207649121061,0.00047629607615817804
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,14,0.0028363224118947983,0.0003577546449378133,0.00042623773333616555,0.000402955076424405,0.0006737455260008574,3.1407535061589442e-06,0.0024333673354703933,-0.00031599088106304407,0.0004230969798300066
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,15,0.009497849270701408,0.0003467984206508845,0.0004966419655829668,0.0008554024389013648,0.001328559243120253,9.529441740596667e-06,0.008642446831800044,-0.0009817608224693686,0.00048711252384237014
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,16,0.006608578376471996,0.00015251751756295562,0.0005410406738519669,0.001063576084561646,0.000283613771898672,9.570486326992977e-06,0.00554500229191035,-0.00013109625433571637,0.0005314701875249739
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,17,0.007497694808989763,0.00034931505797430873,0.00664845434948802,0.0014094256330281496,0.0004945229738950729,3.130778350168839e-05,0.006088269175961614,-0.0001452079159207642,0.0066171465659863316
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,18,0.004129441920667887,1.061222155840369e-05,0.008093751966953278,0.0020597977563738823,9.193877303914633e-06,0.00011714643187588081,0.0020696441642940044,1.4183442544890568e-06,0.007976605535077397
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,19,0.004929020069539547,3.8623707041551825e-06,0.024971922859549522,0.00397151242941618,1.3019714515394298e-06,0.0003710932214744389,0.0009575076401233673,2.5603992526157526e-06,0.024600829638075083
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,20,0.008789977058768272,4.2134488467127085e-06,0.012507200241088867,0.011851579882204533,6.758569952580729e-07,0.00020946163567714393,-0.0030616028234362602,3.5375918514546356e-06,0.012297738605411723
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,21,0.007587732747197151,8.550157417630544e-07,0.00801747478544712,0.007548162713646889,1.531365398932394e-07,7.006654050201178e-05,3.957003355026245e-05,7.01879201869815e-07,0.007947408244945109
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,22,0.005031390115618706,1.1830467201434658e-06,0.006990246474742889,0.004965245723724365,3.097229921422695e-07,5.476628939504735e-05,6.614439189434052e-05,8.733237280011963e-07,0.006935480185347842
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,23,0.0075696432031691074,2.175904000978335e-06,0.01493746880441904,0.006938286125659943,7.616109769514878e-07,0.00040507744415663183,0.0006313570775091648,1.414293024026847e-06,0.014532391360262409
scope__this_conversation__discomfort,scope,2,this_conversation,this conversation,discomfort,24,0.00941583514213562,1.2129856258979999e-05,0.03523288294672966,0.003005652455613017,4.037289727421012e-06,0.000705299258697778,0.006410182686522603,8.092566531558987e-06,0.03452758368803188
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,0,6.598564823434572e-07,2.0212444269418484e-06,1.6318410164806174e-11,1.0537809203015058e-06,3.855876911984524e-06,1.5393044477951534e-11,-3.9392443795804866e-07,-1.8346324850426754e-06,9.2536568685464e-13
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,1,4.3674236849255976e-07,8.848378456605133e-07,3.970082942950093e-12,3.120482006124803e-06,2.0331049199739937e-06,2.4184029778773208e-11,-2.683739637632243e-06,-1.1482670743134804e-06,-2.0213946835823116e-11
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,2,5.8001319303002674e-08,4.769242991642386e-07,3.404238696491646e-11,9.983616422459818e-08,5.645620717587008e-07,1.2538850513443833e-10,-4.1834844921595504e-08,-8.763777259446215e-08,-9.134611816952187e-11
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,3,2.5911458578775637e-06,3.629969569374225e-06,1.811445771160436e-09,3.91034927815781e-06,3.125029707007343e-06,2.856265446382622e-09,-1.319203420280246e-06,5.049398623668822e-07,-1.0448196752221861e-09
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,4,3.1637242500437424e-05,4.025828093290329e-05,7.136344493119395e-08,2.33195569308009e-05,4.7043075028341264e-05,1.3132228104950627e-07,8.317685569636524e-06,-6.784794095437974e-06,-5.995883611831232e-08
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,5,1.5680150681873783e-05,3.3423643799324054e-06,2.2894104390047687e-08,1.4322780771180987e-05,1.6796711861388758e-06,2.017030276135756e-08,1.3573699106927961e-06,1.6626931937935296e-06,2.7238016286901257e-09
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,6,5.9324542235117406e-05,7.39487586542964e-05,3.1172004355539684e-07,4.7310728405136615e-05,3.472458411124535e-05,1.248450729463002e-07,1.201381382998079e-05,3.922417454305105e-05,1.8687497060909664e-07
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,7,0.00011646214261418208,0.00011808465933427215,1.059126930158527e-06,5.321814751368947e-05,6.173469591885805e-05,2.607930582598783e-07,6.324399510049261e-05,5.6349963415414095e-05,7.983338718986488e-07
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,8,0.00019753158267121762,0.00020536791998893023,3.1168181067187106e-06,7.020020711934194e-05,6.830348866060376e-05,4.99928262343019e-07,0.00012733137555187568,0.00013706443132832646,2.6168898443756916e-06
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,9,0.00014921797264833003,0.000330756651237607,2.466951627866365e-06,6.424562161555514e-05,0.00029961098334752023,9.277541153096536e-07,8.49723510327749e-05,3.114566789008677e-05,1.5391975125567114e-06
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,10,0.00023991426860447973,0.0007171269971877337,4.7315643314505e-06,0.00019588047871366143,0.0007865192601457238,6.1175487644504756e-06,4.40337898908183e-05,-6.939226295799017e-05,-1.385984432999976e-06
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,11,0.0001668982149567455,0.0009194858721457422,9.869452696875669e-06,0.0001449364935979247,0.0008116553071886301,1.1266729416092858e-05,2.1961721358820796e-05,0.00010783056495711207,-1.3972767192171887e-06
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,12,8.381411316804588e-05,0.0005003367550671101,7.957283742143773e-06,0.00010228329483652487,0.0004043673980049789,4.359304512036033e-06,-1.8469181668478996e-05,9.596935706213117e-05,3.5979792301077396e-06
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,13,0.0001997823128476739,0.002002666238695383,1.2441011676855851e-05,0.00013383942132350057,0.001031132647767663,5.382908966566902e-06,6.594289152417332e-05,0.0009715335909277201,7.058102710288949e-06
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,14,0.00015773408813402057,0.0014234869740903378,1.60098061314784e-05,0.00013123280950821936,0.0009794177021831274,2.3287652766157407e-06,2.6501278625801206e-05,0.00044406927190721035,1.3681040854862658e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,15,0.00036438691313378513,0.002685867715626955,1.7781965652829967e-05,0.0001339506561635062,0.0012184379156678915,2.4737375952099683e-06,0.00023043625697027892,0.0014674297999590635,1.530822805762e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,16,0.00012948554649483413,0.0007573186885565519,3.2026273402152583e-06,5.985840471112169e-05,0.0003075611311942339,2.692024168027274e-07,6.962714178371243e-05,0.00044975755736231804,2.933424923412531e-06
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,17,9.261499508284032e-05,0.0018867591861635447,3.074520282098092e-05,1.2788579624611884e-05,0.0002384044782957062,1.9613851236499613e-06,7.982641545822844e-05,0.0016483547078678384,2.878381769733096e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,18,5.960382259218022e-05,0.00017841893713921309,1.4434609511226881e-05,1.621615228941664e-05,3.1803385354578495e-05,6.643703045483562e-07,4.338767030276358e-05,0.0001466155517846346,1.3770239206678525e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,19,2.866710929083638e-05,6.920731539139524e-05,5.8616009482648224e-05,1.2982040061615407e-05,7.333939720410854e-06,2.313779532414628e-06,1.568506922922097e-05,6.187337567098439e-05,5.6302229950233595e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,20,2.0330175175331533e-05,2.4722827220102772e-05,1.787713154044468e-05,2.280599801451899e-05,5.8665277720137965e-06,5.417582997324644e-06,-2.475822839187458e-06,1.8856299448088976e-05,1.2459548543120036e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,21,2.181331001338549e-05,4.400691977934912e-06,2.727991704887245e-05,3.315884532639757e-05,1.8069388261210406e-06,3.922279120160965e-06,-1.1345535313012078e-05,2.5937531518138712e-06,2.3357637928711483e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,22,2.4870294510037638e-05,2.2869626263855025e-06,3.961518086725846e-05,3.38199533871375e-05,1.1154776302646496e-06,3.538854343787534e-06,-8.949658877099864e-06,1.1714849961208529e-06,3.6076326523470925e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,23,3.642062802100554e-05,2.640578259160975e-06,6.738468073308468e-05,8.176681876648217e-05,2.37557014770573e-06,1.1118673683085945e-05,-4.534619074547663e-05,2.6500811145524494e-07,5.6266007049998734e-05
scope__this_conversation__matters,scope,2,this_conversation,this conversation,matters,24,6.697008211631328e-05,6.0412958191591315e-06,6.813448999309912e-05,0.00023785553639754653,1.2379954569041729e-05,3.0808845622232184e-05,-0.00017088545428123325,-6.3386587498825975e-06,3.732564437086694e-05
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,0,2.293468696734635e-06,3.66721519640123e-06,1.4213383942029978e-11,2.5517101676086895e-06,3.922703399439342e-06,1.067767922691143e-11,-2.5824147087405436e-07,-2.5548820303811226e-07,3.5357047151185483e-12
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,1,1.3032969263804262e-06,1.320869273513381e-06,5.605611461123594e-13,3.2853281481948216e-06,2.5257759261876345e-06,2.230698698674205e-12,-1.9820312218143954e-06,-1.2049066526742536e-06,-1.6701375525618456e-12
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,2,1.1531955834698238e-07,8.995262419375649e-07,1.3549683076929941e-11,3.805665471645625e-08,7.080618047439202e-08,1.7783372430885125e-12,7.726290363052613e-08,8.287200614631729e-07,1.1771345833841429e-11
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,3,4.847939271712676e-05,3.5437889891909435e-05,7.38520844478785e-09,2.7504200261319056e-05,4.003645244665677e-06,1.116210235352355e-09,2.09751924558077e-05,3.143424464724376e-05,6.2689982094354946e-09
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,4,0.00020544596191029996,0.000737789086997509,8.61649454009239e-08,0.0001797965815057978,0.00015184828953351825,2.3448096797551443e-08,2.5649380404502153e-05,0.0005859407974639907,6.271684860337245e-08
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,5,1.3014629985264037e-05,4.829939825867768e-06,5.825924187519149e-09,1.5395037280541146e-06,5.342347009218429e-08,2.8156668663292805e-10,1.1475126257209922e-05,4.776516355775584e-06,5.544357500886221e-09
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,6,0.0004824725037906319,0.0012502940371632576,1.51450205976289e-06,0.000160310955834575,0.0001770232047419995,2.4076143745332956e-08,0.0003221615479560569,0.001073270832421258,1.490425916017557e-06
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,7,0.0008665942586958408,0.002206247067078948,3.6279141113482183e-06,0.0004714885726571083,5.174541365704499e-05,1.823045181481575e-07,0.00039510568603873253,0.002154501653421903,3.4456095932000608e-06
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,8,0.0012103779008612037,0.0017362324288114905,1.0478203876118641e-05,0.0008830097503960133,8.31450815894641e-05,6.158113023957412e-07,0.0003273681504651904,0.0016530873472220264,9.8623925737229e-06
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,9,0.001248695538379252,0.0031192549504339695,5.31722980667837e-06,0.0009705924312584102,0.00039246631786227226,5.087242129775404e-07,0.00027810310712084174,0.0027267886325716972,4.808505593700829e-06
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,10,0.001951892045326531,0.005911697633564472,7.188581548689399e-06,0.000993128283880651,0.0012749345041811466,5.4703343721485e-07,0.0009587637614458799,0.004636763129383326,6.641548111474549e-06
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,11,0.0022686454467475414,0.012161219492554665,1.910535866045393e-05,0.0009127496741712093,0.007201930042356253,4.48340102821021e-07,0.001355895772576332,0.004959289450198412,1.865701855763291e-05
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,12,0.0012161885388195515,0.008454784750938416,8.479133612127043e-06,0.0004983886610716581,0.007635463494807482,1.7356975945403974e-07,0.0007177998777478933,0.0008193212561309338,8.305563852673004e-06
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,13,0.0017648607026785612,0.004731117747724056,2.432679320918396e-05,0.001603775890544057,0.0009968520607799292,8.977294783107936e-07,0.00016108481213450432,0.003734265686944127,2.3429063730873168e-05
scope__the_weights__something_it_is_like,scope,3,the_weights,the weights behind this reply,something_it_is_like,14,0.002159399213269353,0.0024289602879434824,1.73514290509047e-05,0.0013399581657722592,0.00046787236351519823,1.1870356502186041e-06,0.0008194410474970937,0.001961087924428284,1.6164393400686095e-05
